title,description,points,price,variety,region_1,variety_region
Swiftwater Cellars 2014 Proprietary Red (Columbia Valley (WA)),"This wine is a blend of Cabernet Sauvignon, Merlot, Malbec, Cabernet Franc and Petit Verdot. There's freshness to the fruit, with aromas of cherry and raspberry kissed by herb, clove and spice. The flavors are lush and palate-coating, with the tannins bringing a touch of astringency that hopefully will settle out with additional time in the bottle.",90,50.0,Bordeaux-style Red Blend,Columbia Valley (WA),Bordeaux-style Red Blend-Columbia Valley (WA)
Baron De Ley 2009 Finca Monasterio  (Rioja),"Roasted, toasty aromas are the greeting on this Tempranillo-based blend (20% Cabernet). It's a fresh yet oaky type of Rioja, with resiny creaminess cut by lively acidity. Flavors of vanilla, plum, raspberry and tobacco are traditional, while the finish is mild, crisp and snappy. Hold until 2014 and drink through 2019.",88,55.0,Tempranillo-Cabernet Sauvignon,Rioja,Tempranillo-Cabernet Sauvignon-Rioja
Charles & Charles 2014 Riesling (Yakima Valley),"A new offering from this partnership, this wine brings aromas of jasmine, lime and dried Nestea Ice Tea. It tingles the palate with lightly spritzy, off-dry lemon and peach flavors with a floral finish.",87,13.0,Riesling,Yakima Valley,Riesling-Yakima Valley
Hawkes 2005 Stone Vineyard Cabernet Sauvignon (Alexander Valley),"Very young now and a bit rude, with upfront primary fruit flavors of cherries, black raspberries and new oak. Needs time for all the parts to knit together. Cellar through 2009, at least, and should hold for a while afterward.",88,60.0,Cabernet Sauvignon,Alexander Valley,Cabernet Sauvignon-Alexander Valley
Fattoria La Rivolta 2012 Coda di Volpe (Taburno),"It discloses intense tropical fruit aromas of banana and pineapple. The palate is a bit more reserved, offering white tree fruits, grapefruit and hint of mineral alongside fresh acidity that leaves a clean finish.",87,19.0,Coda di Volpe,Taburno,Coda di Volpe-Taburno
Gaja 2006 Sperss Nebbiolo (Langhe),Sperss (the name is inspired by the local word for “nostalgia”) is a vineyard located in the Barolo territory of Serralunga. Angelo Gaja adds 6% Barbera to the wine for brightness and freshness but the overall ensemble shows so much more than that. It delivers sophisticated softness and a velvety texture that is backed by exotic spice and loads of wild berry and licorice. Add huge depth and intensity and you have the criteria for a cellar-worthy wine. Will be ready to drink after 2020.,98,255.0,Nebbiolo,Langhe,Nebbiolo-Langhe
Sarotto 2009 Currà Riserva  (Barbaresco),"This opens with a beautiful fragrance of rose, violet, red berry, new leather, turned earth and balsamic notes. The palate delivers Morello cherry, red raspberry, espresso and mint alongside astringent tannins that still need to integrate.",90,,Nebbiolo,Barbaresco,Nebbiolo-Barbaresco
Seghesio 2009 Zinfandel (Rockpile),"The alcohol is high, giving the wine a peppery burn, but that's part of its charm. Without such ripeness, the wine wouldn't have the briary berry, sweet dried currant and leathery flavors. New oak, to the tune of 25%, adds an even richer layer of char. Quite an accomplishment. Drink with barbecue or big, hearty beef dishes.",92,38.0,Zinfandel,Rockpile,Zinfandel-Rockpile
Golden 2013 Coro Mendocino Red (Mendocino),"This big and imposing wine pushes the boundaries with assertive charcoal and smoked meat aromas, tons of tannin and an oaky, astringent finish. Best to drink after 2022, by which time the mouthfeel may have mellowed.",86,40.0,Red Blend,Mendocino,Red Blend-Mendocino
Louis Jadot 2013 Theurons Premier Cru  (Beaune),"This wine is dark, with a strong sense of structure. Dense black fruits are cut with strawberry acidity and a dark tension between fruit and firm tannins. The coiled power will allow this beautiful wine age for many years. Drink from 2020.",94,62.0,Pinot Noir,Beaune,Pinot Noir-Beaune
Bertani 2008 Le Quaiare Lugana  (Lugana),"This Trebbiano-based wine from the Lake Garda area of northern Italy boasts a ripe, concentrated golden color and sophisticated aromas of mature peach, apricot, almond and yellow rose. The wine is thick and creamy in the mouth and would pair with white meats or fish.",88,25.0,Trebbiano,Lugana,Trebbiano-Lugana
Miraflores 2008 Botricelli Semillon-Sauvignon Blanc (California),"This dessert wine is a blend of 80% Semillon and 20% Sauvignon Blanc. Dark-golden in hue, it tastes like a fresh apricot tart glazed ever so slightly with sugar. Light drinking and very beautifully made, try enjoying this poured over vanilla ice cream.",92,40.0,Semillon-Sauvignon Blanc,California,Semillon-Sauvignon Blanc-California
Lucienne 2014 Smith Vineyard Chardonnay (Santa Lucia Highlands),"Toasty oak kicks off the nose of this bottling, and then come touches of vanilla, lemon cookie, flint, buttered toast and almost marshmallow. Flavors are quite smoky, with roasted almond and sea salt, but the grippy texture is the most intriguing part.",91,40.0,Chardonnay,Santa Lucia Highlands,Chardonnay-Santa Lucia Highlands
Trombetta 2014 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),"Sizable tannins and oak make for a full-bodied experience that comes off closed and tight at first, the wine needing some time in the glass to unwind. With patience, it unpeels layers of soft, floral aromas and quiet notions of raspberry and strawberry.",91,65.0,Pinot Noir,Sonoma Coast,Pinot Noir-Sonoma Coast
Château Maucamps 2014  Haut-Médoc,This is a powerful wine with a strong presence of Cabernet Sauvignon to give structure as well as fruit. The wine has great acidity and a rich texture along with ripe plum and black-currant fruit. It comes from an 18th-century estate in the southern Médoc. Drink from 2022.,90,34.0,Bordeaux-style Red Blend,Haut-Médoc,Bordeaux-style Red Blend-Haut-Médoc
Jax 2014 Dutton Ranch Chardonnay (Russian River Valley),"Winemaker Kirk Venge coaxes orange blossom perfume from this otherwise velvety, concentrated and youthful white, toasty in caramelized oak. The concentration makes way for a taste of baked apple and pear within a cradle of nuanced acidity.",90,42.0,Chardonnay,Russian River Valley,Chardonnay-Russian River Valley
Joseph Jewell 2013 Floodgate Vineyard Pinot Noir (Russian River Valley),"Sourced from a hillside block of the vineyard, Floodgate is about juicy, velvety texture with a side of grip, offering a fully decadent mouthfeel and sense of luxury. Floral on the nose, its flavors are nuanced, a touch of strawberry and cherry dotted in cola spice.",91,46.0,Pinot Noir,Russian River Valley,Pinot Noir-Russian River Valley
Borgo di Colloredo 2007 Falanghina (Molise),"Pretty mineral tones color the background of this fruit-forward Falanghina from Molise (a tiny region in Southern Italy). The wine offers stone fruit, green melon and warm honey: It's creamy but not too thick and ends on a fresh, citrusy note.",85,20.0,Falanghina,Molise,Falanghina-Molise
McManis 2012 Syrah (California),"Fermented in 100% stainless steel, this priced-to-sell Syrah has some red fruit and violet character. On the finish it tastes slightly burnt.",83,10.0,Syrah,California,Syrah-California
Kuentz-Bas 2009 Trois Châteaux Sylvaner (Alsace),"The Sylvaner's essential spice and pepper quality is well brought out in this stylish wine. The pear and quince flavors come through strongly, finishing with acidity.",87,25.0,Sylvaner,Alsace,Sylvaner-Alsace
Wakefield 2015 Cabernet Sauvignon (Clare Valley),"This medium-bodied Cabernet shows some of the variety's hallmark austerity in its firm structure. Cassis, sage and red currant aromas and flavors finish crisp and lingering. Drink now with rare beef or lamb, or hold and drink 2020–2025.",88,17.0,Cabernet Sauvignon,Clare Valley,Cabernet Sauvignon-Clare Valley
Falcone NV Annate VI Red (Paso Robles),"Plump blackberry and ripe black cherries meet with caramel sauce and a hint of slate on this nonvintage exploration of Petite Sirah, Syrah and Cabernet Sauvignon. A sip reveals blackberry, dark chocolate, cola and a bit of smoke flavorings, proving plush yet brisk, ripe yet restrained with a rocky minerality.",94,65.0,Red Blend,Paso Robles,Red Blend-Paso Robles
Fratelli Berlucchi 2005 Casa delle Colonne Zero Riserva Millesimato Sparkling (Franciacorta),"This beautiful sparkler rested on its lees for 70 months, giving it extra smoothness and rich denseness. The bouquet is redolent of apricot, ripe fruit, melon and lightly toasted baguette. The mouthfeel is long, elegant and driven by fine perlage.",93,55.0,Sparkling Blend,Franciacorta,Sparkling Blend-Franciacorta
Pujanza 2009 Norte  (Rioja),"Typical of the best 2009 Riojas, this is aromatic with scents of berry fruits, graphite and spice all mixed to the right proportions. A well-structured palate features firm but flexible tannins and fresh flavors of plum, berry, spice and mocha. On the finish, darkness takes over in the form of espresso, peppercorn and bitter chocolate flavors. This can be drunk now but will benefit from another 5–10 years of aging.",93,95.0,Red Blend,Rioja,Red Blend-Rioja
Demetria 2014 Cuvée Constantine Red (Santa Ynez Valley),"Cola and soft red raspberry scents show on the nose of this blend of 58% Grenache, 25% Mourvèdre, 17% Syrah. It's easy-drinking and simple, with red fruit, white pepper and asphalt hints. A great, light, quaffable red for a warm day.",88,47.0,Rhône-style Red Blend,Santa Ynez Valley,Rhône-style Red Blend-Santa Ynez Valley
Montenidoli 2011 Carato  (Vernaccia di San Gimignano),"Fermented and aged in barrique, this mature structured white offers subtle aromas of pressed yellow flower, dried stone fruit and toast. The round palate offers mature yellow apple, lemon drop, toasted almond and a dollop of honey. This definitely isn't a classic apéritif so pair it with white meats or seasoned cheeses.",91,33.0,Vernaccia,Vernaccia di San Gimignano,Vernaccia-Vernaccia di San Gimignano
Château Tour des Gendres 2015 La Gloire de Mon Père Red (Côtes de Bergerac),"This well-balanced, deliciously ripe wine is full of black fruit, dark tannins and crisply textured acidity. A blend of Merlot, Cabernet Sauvignon and Malbec, it's juicy and rich while also poised and stylish. The wood aging shows slightly at the end, along with dry tannins, so it needs to age further. Drink from 2020.",91,23.0,Bordeaux-style Red Blend,Côtes de Bergerac,Bordeaux-style Red Blend-Côtes de Bergerac
Domaine Drouhin-Laroze 2010  Chambertin Clos de Bèze,"Powerful while still fruity, this shows acidity and notes of ripe black cherry and spice. Very structured and solid, this complete, tannin-packed wine is definitely for long-term aging.",94,,Pinot Noir,Chambertin Clos de Bèze,Pinot Noir-Chambertin Clos de Bèze
Sibling Bubblery 2014 Sparkling Grenache (Santa Barbara County),"Inspired by co-winemaker Eli Parker's trips to Australia, this is simply a fun and tasty sparkling red, with rose, clove, black plum, and graphite notes on the nose. Ripe berry flavors round out the palate, but tangy plum skins and a slate-driven mineral tension keep it serious.",91,37.0,Grenache,Santa Barbara County,Grenache-Santa Barbara County
Elizabeth Chambers 2014 Winemaker's Cuvée Pinot Noir (Willamette Valley),"Tasted alongside the 2013, this is bigger, bolder, fruitier and more powerful, yet a touch less refined. The strawberry and cherry fruit is underscored with a pleasing minerality. The tannins are substantial and in proportion. A hint of chicken stock runs through the finish.",92,35.0,Pinot Noir,Willamette Valley,Pinot Noir-Willamette Valley
Corteforte 2008 Riserva  (Amarone della Valpolicella Classico),"Forest floor, resin, exotic spice, steeped plum and a balsamic note lead the way on this robust red. The firmly structured palate offers raisin, dried cherry, licorice and coffee framed in tightly wound, close-grained tannins.",90,60.0,Red Blend,Amarone della Valpolicella Classico,Red Blend-Amarone della Valpolicella Classico
Stomping Girl 2009 Lauterbach Hill Pinot Noir (Russian River Valley),"Simple and sweet, with raspberry and cola flavors, this Pinot has a lot to offer. But it lacks structure and dryness. Drink now.",85,38.0,Pinot Noir,Russian River Valley,Pinot Noir-Russian River Valley
Argyle 2014 Nuthouse Chardonnay (Eola-Amity Hills),"This needs another year or two in bottle to further integrate the disparate components, especially the aggressive barrel flavors. What's here is all good—vivid, punchy apple fruit, sharp acids and toasty wood notes. There's a hint of vanilla custard and even a suggestion of banana cream pie. It just needs to meld a bit longer and the score could go higher.",90,40.0,Chardonnay,Eola-Amity Hills,Chardonnay-Eola-Amity Hills
Michel Torino 2009 Don David Finca La Urquiza #8 Cabernet Sauvignon (Cafayate),"More briary and green than Torino's regular Don David Cab, with aromas of vinegar, lettuce, tomato and green pepper. Tannic, tight and juicy in the mouth, with green-leaning red currant and plum flavors. Tannic and grating on the finish.",84,20.0,Cabernet Sauvignon,Cafayate,Cabernet Sauvignon-Cafayate
